st0mean,st0var,st1mean,st1var,st2mean,st2var,st3mean,st3var,st4mean,st4var,st5mean,st5var,st6mean,st6var,st7mean,st7var,st8mean,st8var,st9mean,st9var,st10mean,st10var,st11mean,st11var,hotness
0.671682375,0.070392458,0.697360038,0.063217527,0.547662582,0.07126219,0.546159284,0.089792321,0.476310085,0.052956928,0.504450518,0.067295052,0.368590952,0.042344943,0.456104618,0.080754995,0.409263902,0.056643657,0.312409048,0.034281571,0.377271442,0.047921536,0.447462771,0.049116222,0
0.49454855,0.123123529,0.253842371,0.044084087,0.354713745,0.107596492,0.189651955,0.043881062,0.234945776,0.039450326,0.437667087,0.127723173,0.19804918,0.028870357,0.316949559,0.074329385,0.223505675,0.042434732,0.341986129,0.087950672,0.359253468,0.115800368,0.24251198,0.037809392,0
0.30857234,0.043090853,0.42493617,0.061846779,0.636570213,0.097641628,0.308317021,0.037692629,0.314306383,0.055939366,0.253078723,0.035282004,0.402304255,0.073944271,0.485012766,0.130799557,0.384646809,0.06133605,0.581212766,0.101728789,0.316878723,0.046264813,0.310644681,0.061285991,0
0.444957413,0.084665142,0.619050473,0.121734947,0.278173502,0.03712491,0.320932177,0.055152439,0.222277603,0.022673065,0.424410095,0.086485463,0.386694006,0.10839755,0.250175079,0.02934817,0.420971609,0.103256731,0.24765142,0.02930742,0.322884858,0.084564241,0.23657571,0.043889323,1
0.668917367,0.102141703,0.271193277,0.076636551,0.322137255,0.092942362,0.138236695,0.034894856,0.341154062,0.065026231,0.405553221,0.126746642,0.196666667,0.039685088,0.414483193,0.110643393,0.164308123,0.038852549,0.383390756,0.108645574,0.139193277,0.040151456,0.321617647,0.087432029,0
0.448784043,0.079639195,0.461591489,0.104152925,0.491773404,0.130829252,0.334978723,0.062223125,0.406614894,0.101776173,0.258362766,0.055399633,0.333357447,0.068319472,0.322211702,0.088629916,0.358980851,0.073800961,0.42905,0.105450033,0.372701064,0.066122156,0.423034043,0.098974058,0
0.276085106,0.065323735,0.141646809,0.029657809,0.173601418,0.034352756,0.350503546,0.12441158,0.314892199,0.100908187,0.277093617,0.081176856,0.165080851,0.040031152,0.227002837,0.066885929,0.255609929,0.068508002,0.233255319,0.052669901,0.457957447,0.148342353,0.405165957,0.116158093,0
0.287494983,0.124975802,0.216879599,0.06502642,0.41538796,0.157550351,0.084762542,0.005943151,0.235461538,0.087970877,0.115351171,0.038793713,0.220411371,0.079997506,0.229886288,0.089627994,0.081187291,0.006646714,0.466745819,0.152420818,0.090214047,0.014601238,0.126240803,0.035610865,0
0.42809973,0.08690481,0.450060198,0.108284177,0.354655885,0.064877054,0.386720575,0.05772602,0.578113208,0.123740882,0.46065858,0.105058193,0.372226415,0.072912881,0.371030548,0.079263717,0.316628032,0.06249347,0.280964061,0.062970464,0.258520216,0.055850776,0.511715184,0.136123523,0
0.65288038,0.087019034,0.684980995,0.090029172,0.507680268,0.08051301,0.4635327,0.070570801,0.458716601,0.071606424,0.468175517,0.075355262,0.469509223,0.075739627,0.49378256,0.082178747,0.544855785,0.087877857,0.510720514,0.089377633,0.444124092,0.077629338,0.393927893,0.070660522,0
0.522755064,0.097104767,0.452766114,0.07793503,0.366583794,0.05842997,0.363138122,0.050694045,0.522703499,0.090381892,0.427337017,0.052081273,0.480244936,0.068766082,0.530624309,0.083911734,0.449556169,0.066865893,0.428611418,0.070949435,0.388550645,0.068810214,0.489830571,0.095536358,0
0.351673401,0.103072587,0.298512626,0.080600654,0.324680135,0.101712603,0.201459596,0.039625388,0.330260101,0.110491807,0.246472222,0.07013997,0.21501936,0.044439768,0.389361953,0.135156127,0.22254798,0.052193164,0.423854377,0.138416512,0.241446128,0.066912335,0.225556397,0.05008609,0
0.317830049,0.064851412,0.519041872,0.097044454,0.451512315,0.090398649,0.500118227,0.130604927,0.332780788,0.057196447,0.327566502,0.068373595,0.369325123,0.093126904,0.418669951,0.111749295,0.448972906,0.118768278,0.380536946,0.117619687,0.318958128,0.084226858,0.199522167,0.051238742,1
0.171983302,0.040083504,0.298183673,0.105977838,0.284415584,0.103382555,0.467864564,0.123749713,0.308534323,0.105256516,0.191443414,0.050630937,0.186871985,0.04559993,0.216666048,0.05790735,0.47606679,0.128718326,0.200925788,0.045223234,0.270235622,0.071122841,0.255398887,0.086029019,0
0.497007313,0.07712725,0.537990859,0.057803461,0.574705667,0.080162222,0.465025594,0.045991893,0.541780622,0.076440343,0.498433272,0.063721225,0.414753199,0.060363327,0.348226691,0.054899872,0.406235832,0.066768484,0.63740585,0.078126676,0.559387569,0.083694811,0.373102377,0.061129723,1
0.766207358,0.091710588,0.567580825,0.103919327,0.164305463,0.038242032,0.192133779,0.050569235,0.197225195,0.028546094,0.211605351,0.076545891,0.140880713,0.038674324,0.220488294,0.077855465,0.203698997,0.058165327,0.138089186,0.030621568,0.257984392,0.06369699,0.186043478,0.032798831,0
0.605214085,0.086856295,0.584290141,0.0896274,0.425621127,0.062369196,0.392347887,0.087978244,0.338680282,0.047583513,0.424460563,0.097414017,0.361930986,0.076028408,0.443607042,0.087906731,0.354671831,0.093696364,0.299059155,0.059037529,0.404485915,0.110536596,0.369443662,0.059755714,1
0.345298005,0.071699828,0.533816708,0.103990402,0.207739401,0.032602223,0.25442394,0.061560224,0.191957606,0.035255946,0.246658354,0.042613764,0.552548628,0.118011921,0.239917706,0.046768918,0.368650873,0.106218916,0.266294264,0.065127639,0.398283042,0.105385831,0.394253117,0.128365152,0
0.411298438,0.083498594,0.536740625,0.156971455,0.499804688,0.10840731,0.238060938,0.057719126,0.23486875,0.05856352,0.3331875,0.119263971,0.159328125,0.030992189,0.209596875,0.072993287,0.191545313,0.059594351,0.324057813,0.065821576,0.205304688,0.063620534,0.155875,0.056130903,0
0.289060163,0.100487644,0.22043252,0.0609546,0.266081301,0.099439431,0.205665041,0.052622685,0.428993496,0.143779785,0.19024065,0.051843968,0.216297561,0.088564492,0.230660163,0.103440998,0.134034146,0.032385542,0.220482927,0.089239635,0.251530081,0.082378743,0.339725203,0.115851705,0
0.475457483,0.088873224,0.529690476,0.10826468,0.408712585,0.083583718,0.376452381,0.076959501,0.486573129,0.096126935,0.335505952,0.054943459,0.383985544,0.080750072,0.382194728,0.08227684,0.373981293,0.075949127,0.393893707,0.079721867,0.339466837,0.067198235,0.415363095,0.091775934,1
0.400146805,0.097719438,0.437960276,0.085007306,0.501901554,0.08532783,0.367697755,0.084886415,0.334445596,0.064719073,0.405737478,0.092407465,0.428055268,0.069268698,0.665435233,0.121957386,0.350442142,0.043686064,0.319048359,0.062581165,0.252858377,0.044733607,0.243552677,0.030239332,0
0.676553512,0.09794411,0.492073579,0.091353055,0.366257525,0.083913205,0.215690635,0.034318605,0.274586957,0.046075125,0.447419732,0.10532123,0.245963211,0.036822571,0.389923077,0.082499847,0.232337793,0.041510371,0.349036789,0.077510507,0.349849498,0.096984175,0.235474916,0.036646771,0
0.290146998,0.108747107,0.225296066,0.073535765,0.21557971,0.064711146,0.264300207,0.106650318,0.192817805,0.065585176,0.276010352,0.096927952,0.214453416,0.073190045,0.355142857,0.119042421,0.295414079,0.100006541,0.247879917,0.07194269,0.364751553,0.130093052,0.229774327,0.077003102,0
0.462468085,0.159815545,0.073271686,0.01395533,0.233415712,0.094943421,0.076129296,0.017233772,0.294801964,0.094783272,0.221294599,0.111534214,0.141227496,0.028064022,0.434837971,0.135278702,0.098302782,0.026968283,0.299234043,0.114775865,0.06808838,0.016917554,0.175774141,0.046470856,0
0.378904157,0.078852207,0.566255196,0.097618345,0.481755196,0.083725289,0.303592379,0.036921634,0.542294457,0.090960192,0.25241455,0.026050083,0.403610855,0.083003649,0.42173903,0.098726606,0.343435335,0.055121008,0.571272517,0.113588411,0.284278291,0.042197769,0.348307159,0.062783723,0
0.432343173,0.102839753,0.407880074,0.115775552,0.254859779,0.041375538,0.307182657,0.061392563,0.361950185,0.072363254,0.442837638,0.086849346,0.505269373,0.119025905,0.368570111,0.080306271,0.310752768,0.06841602,0.37853321,0.092254127,0.380994465,0.109723574,0.324208487,0.055533564,0
0.212525714,0.035317906,0.401622857,0.087101702,0.441093333,0.148325608,0.210737143,0.025941977,0.41332,0.090326496,0.20824,0.041274518,0.261331429,0.071400717,0.167653333,0.025458988,0.257137143,0.049297612,0.623727619,0.108802072,0.2206,0.03064525,0.299668571,0.093279471,1
0.305171958,0.053773187,0.562310847,0.117856828,0.357255291,0.079734378,0.257604497,0.040403387,0.477083333,0.107792695,0.226657407,0.030798066,0.318169312,0.078635239,0.226292328,0.028790948,0.333513228,0.044942885,0.561910053,0.136552431,0.257208995,0.025312649,0.285992063,0.059578389,0
0.398120264,0.11186977,0.337803954,0.118636991,0.138634267,0.023665985,0.206339374,0.049643387,0.450803954,0.157077874,0.186258649,0.033557309,0.191598023,0.045450053,0.18008402,0.035608383,0.334271829,0.082902728,0.37007743,0.11995818,0.335434926,0.099543577,0.35214168,0.121835598,0
0.523016717,0.140236779,0.376838906,0.066930737,0.34956383,0.088772933,0.186683891,0.029370675,0.317647416,0.086570675,0.331234043,0.105949945,0.279986322,0.051063007,0.474712766,0.148932259,0.234734043,0.041282566,0.221244681,0.04145975,0.146691489,0.01873887,0.275382979,0.042420707,0
0.319758343,0.149133974,0.167606444,0.031217673,0.38804603,0.141237061,0.093156502,0.015138705,0.271119678,0.101529334,0.061186421,0.002741956,0.189902186,0.050663248,0.38946145,0.11899751,0.089829689,0.004953697,0.229125432,0.096794257,0.058560414,0.002794688,0.36390794,0.143458063,0
0.740230446,0.071317573,0.563523885,0.063089107,0.341484514,0.057861484,0.310537008,0.064331209,0.408403675,0.078576285,0.480702887,0.089693074,0.424264042,0.053416258,0.4696021,0.063847833,0.587187927,0.080373489,0.58155853,0.072892251,0.622496588,0.07661625,0.318819423,0.0819439,0
0.26215625,0.071853741,0.381382813,0.10726558,0.368328125,0.117098611,0.187632813,0.027009701,0.482179687,0.149881866,0.216742188,0.057517926,0.29225,0.091669781,0.320007813,0.082470492,0.246992188,0.062273117,0.302546875,0.102079357,0.117171875,0.014185033,0.23378125,0.096472671,0
0.162477545,0.007285992,0.276366766,0.035211651,0.40114521,0.081122561,0.409627246,0.037810102,0.90975,0.035545089,0.246893713,0.020954287,0.368133234,0.056351367,0.290494012,0.042853187,0.229116766,0.025650238,0.214931138,0.043945301,0.166811377,0.014451958,0.445137725,0.06944899,0
0.312636364,0.090000965,0.23545124,0.064727451,0.258350413,0.105184985,0.182069421,0.024488481,0.663720661,0.126714965,0.098745455,0.00806655,0.239502479,0.057116111,0.28754876,0.085605345,0.141024793,0.028420051,0.190707438,0.068997704,0.102869421,0.011236322,0.501238017,0.11056,1
0.378021159,0.096208852,0.486908004,0.147922325,0.355057038,0.088472495,0.298527139,0.073543418,0.31498804,0.078247583,0.326615455,0.085298526,0.343840846,0.093522965,0.422097516,0.123073808,0.374402944,0.089462064,0.438807728,0.108250008,0.32050414,0.085085856,0.223207912,0.04981079,0
0.349185825,0.064968127,0.675667243,0.098692654,0.549165082,0.149644013,0.365066551,0.090669507,0.251675022,0.048009535,0.251735523,0.054647819,0.245398444,0.079510862,0.342633535,0.123534526,0.239135696,0.074832027,0.285713051,0.063854206,0.193487468,0.042033769,0.268815903,0.074836843,0
0.451059289,0.078231415,0.494290514,0.091495202,0.530476285,0.100900684,0.32205336,0.036031711,0.442381423,0.077390157,0.344944664,0.051358914,0.462179842,0.080111729,0.451120553,0.083302628,0.386112648,0.056572092,0.584618577,0.107334169,0.345849802,0.060854985,0.408090909,0.104993525,0
0.53989404,0.135385089,0.33325298,0.065014794,0.216470861,0.041152857,0.208574834,0.042353344,0.26420596,0.057967322,0.232031788,0.049747202,0.349358278,0.06922836,0.340104636,0.066032474,0.526694702,0.135999089,0.595590066,0.156209054,0.482013907,0.064704632,0.338662252,0.093971214,1
0.320673945,0.089638068,0.268425036,0.064536774,0.57554294,0.133020405,0.19547016,0.04252353,0.232243086,0.073781838,0.303034934,0.114311265,0.185327511,0.039656404,0.272231441,0.097246603,0.21175837,0.063220218,0.384372635,0.108045165,0.187908297,0.056844246,0.237004367,0.065811722,0
0.547263224,0.140982416,0.290008816,0.067580344,0.16820403,0.058531122,0.157671285,0.053544087,0.191608312,0.053312007,0.179282116,0.070128122,0.292125945,0.098231979,0.263996222,0.074616064,0.473419395,0.14225317,0.552668766,0.178303136,0.369012594,0.088954912,0.367186398,0.117335635,1
0.341668731,0.13270694,0.091470588,0.02257641,0.214065015,0.101038228,0.074702786,0.008352116,0.293260062,0.10775483,0.301934985,0.161428086,0.09750774,0.01557469,0.294826625,0.151019413,0.189681115,0.024169406,0.483733746,0.139657403,0.107934985,0.013358358,0.125337461,0.035912081,0
0.338104488,0.060575763,0.25090422,0.02305664,0.160060281,0.017631945,0.176555928,0.022845577,0.43154789,0.069026057,0.428668453,0.062692406,0.630328198,0.101925935,0.700465506,0.088624309,0.754233758,0.068295474,0.660663094,0.111749457,0.463984595,0.112969907,0.256657066,0.132407446,0
0.408432331,0.085955411,0.437844612,0.079373379,0.395887218,0.085857175,0.29006015,0.033294432,0.485270677,0.096158694,0.343588972,0.052092285,0.377026316,0.0571086,0.464854637,0.097928575,0.449214286,0.082822076,0.542741855,0.112667019,0.335071429,0.056196111,0.282491228,0.044743491,0
0.589312682,0.096943562,0.573382381,0.117466108,0.554835431,0.119589272,0.575316554,0.108602683,0.375732817,0.063621764,0.309439497,0.059001952,0.22721878,0.068085153,0.414910939,0.087645198,0.232675702,0.048739563,0.19531849,0.044402902,0.321538238,0.068081503,0.326372701,0.060311639,0
0.526858676,0.113189417,0.589785331,0.112000634,0.35159034,0.081371616,0.297611807,0.037898026,0.463282648,0.088105773,0.374690519,0.06056962,0.420075134,0.087954585,0.295395349,0.047864006,0.306627907,0.042465289,0.472289803,0.114845723,0.27419678,0.039266834,0.310048301,0.07429654,1
0.415804965,0.073396857,0.507113475,0.102332494,0.44422695,0.097738537,0.224960993,0.038608268,0.358023936,0.054841637,0.362455674,0.064644253,0.522058511,0.075418633,0.576966312,0.106573501,0.492641844,0.084625044,0.587738475,0.099731973,0.329312057,0.074323452,0.252444149,0.065369219,0
0.484271724,0.089182832,0.54961931,0.108802073,0.441975172,0.073229497,0.387874483,0.041682772,0.584708966,0.10942257,0.445561379,0.062834784,0.389023448,0.063099399,0.328038621,0.048023279,0.309328276,0.053739547,0.317034483,0.056044237,0.323473103,0.053431176,0.460895172,0.084387059,0
0.509061093,0.098063035,0.484324759,0.104488441,0.311897106,0.071007178,0.411799357,0.069304555,0.675342122,0.120258086,0.376311897,0.063547072,0.28166881,0.064128634,0.237473312,0.05653971,0.274666238,0.063132155,0.260430225,0.071767125,0.240495177,0.058776979,0.374195498,0.076055194,0
0.248001733,0.059215867,0.325767764,0.110921194,0.199970537,0.058366094,0.22262565,0.049929021,0.368604853,0.122874724,0.206795494,0.0422468,0.370507799,0.096386004,0.212681109,0.068108699,0.191395147,0.049174028,0.302814558,0.124203901,0.236996534,0.053507196,0.520448873,0.134681877,1
0.613665058,0.108714767,0.493448842,0.079705178,0.372676641,0.069631306,0.273230695,0.046709647,0.345760618,0.058573176,0.527430502,0.098335375,0.487749035,0.089578703,0.534130309,0.108183081,0.342292471,0.07394556,0.362333977,0.078118904,0.282913127,0.066749282,0.366697876,0.08921517,1
0.722873973,0.125541017,0.444960274,0.123962846,0.332921918,0.097860338,0.330560274,0.102393671,0.20449589,0.041596362,0.282382192,0.086305831,0.17340137,0.040261328,0.23190274,0.074896619,0.16980137,0.04540237,0.167015068,0.038094908,0.242416438,0.092781147,0.271178082,0.061647256,1
0.500342609,0.12969619,0.313916522,0.072189468,0.254605217,0.077393846,0.256914783,0.080462641,0.147568696,0.037406937,0.222006957,0.074546598,0.208944348,0.039641993,0.461267826,0.130580721,0.34328,0.097326803,0.181528696,0.042834698,0.262337391,0.088742554,0.244227826,0.063416844,0
0.31688218,0.086998706,0.57288218,0.167934459,0.210935935,0.036759319,0.187212813,0.081435041,0.149748895,0.044360746,0.166425626,0.052764464,0.307620766,0.132920428,0.191151694,0.050617068,0.235826215,0.093466933,0.143689985,0.048097964,0.217213549,0.07540318,0.182461708,0.04542154,0
0.313717115,0.052675725,0.485925035,0.090638361,0.455742574,0.087155289,0.243977369,0.033896987,0.354794908,0.093638531,0.352647808,0.068815716,0.594560113,0.108795517,0.595858557,0.123707898,0.386579915,0.06525432,0.405902405,0.076211013,0.204114569,0.030297728,0.225407355,0.060633495,0
0.479764335,0.073884763,0.542967912,0.080124198,0.496241978,0.077227586,0.337085744,0.031709547,0.490193056,0.088794107,0.426395055,0.098306628,0.378182536,0.089425627,0.35859758,0.103138397,0.373438716,0.08324305,0.508981063,0.098819951,0.290853761,0.041925315,0.448921094,0.147871314,1
0.687112735,0.095133818,0.612471816,0.088010487,0.404096033,0.063712513,0.353709812,0.067736609,0.347498956,0.05571383,0.345744259,0.072958113,0.302117954,0.049031538,0.413374739,0.08128104,0.302530271,0.042226504,0.258349687,0.033535486,0.331568894,0.072967133,0.366618998,0.070132501,0
0.616936314,0.078378133,0.445758808,0.079999458,0.315468157,0.0477878,0.303905149,0.040925869,0.445080623,0.082475047,0.299297425,0.030253461,0.399432249,0.064323747,0.402654472,0.062729839,0.53798103,0.083008119,0.650652439,0.092922381,0.611394986,0.091351347,0.323385501,0.060502985,1
0.525684982,0.120357534,0.448619048,0.091598229,0.425868132,0.089786708,0.304644689,0.051270757,0.302912088,0.050239787,0.358186813,0.071947427,0.287238095,0.060411647,0.254003663,0.056172487,0.255527473,0.048598454,0.370970696,0.068230175,0.538084249,0.126733015,0.460758242,0.10785011,0
0.426037611,0.113693386,0.301887168,0.052100357,0.310466814,0.058587218,0.284719027,0.035672941,0.503986726,0.144324659,0.305415929,0.057235641,0.28999115,0.052401854,0.336526549,0.057901568,0.250068584,0.03319067,0.289431416,0.05531902,0.324183628,0.087061345,0.468975664,0.092695572,0
0.520150722,0.075990929,0.659237365,0.094618112,0.399307762,0.050317258,0.603882671,0.098988022,0.382786101,0.045741867,0.358913357,0.057980088,0.370154332,0.069487008,0.332642599,0.055536921,0.369491877,0.085281445,0.3164287,0.060942803,0.425733755,0.080093455,0.301864621,0.085531106,0
0.094629005,0.019868372,0.186264755,0.049677584,0.365762226,0.148868795,0.128846543,0.018572285,0.370499157,0.140199515,0.146919056,0.029866796,0.281984823,0.091810801,0.283942664,0.107152253,0.127168634,0.019737665,0.463510961,0.153886189,0.129352445,0.02497666,0.213767285,0.07744488,0
0.287315634,0.110829054,0.162020649,0.043475973,0.442728614,0.112096215,0.106315634,0.018868163,0.216371681,0.098120706,0.133979351,0.043728215,0.314740413,0.083767284,0.666132743,0.126894959,0.119958702,0.015470553,0.153908555,0.044795635,0.106182891,0.02520497,0.328262537,0.093826695,0
0.508452055,0.078209356,0.699291886,0.096101478,0.371342466,0.041000232,0.370330875,0.052962209,0.355244468,0.070845291,0.381021075,0.045509169,0.557471022,0.105168017,0.377474183,0.048335457,0.444495258,0.076413321,0.262113804,0.02633989,0.270382508,0.040138544,0.350789252,0.091926881,1
0.356657765,0.131038623,0.466594461,0.17944963,0.154013848,0.028662534,0.240076162,0.1238596,0.110269041,0.025914074,0.084569733,0.015769531,0.296110781,0.139993849,0.124633037,0.035678725,0.292745796,0.124216579,0.132251236,0.033772776,0.107149357,0.043229118,0.30213452,0.122516575,0
0.532463291,0.100867575,0.545534177,0.100210786,0.499083544,0.111788555,0.2926,0.045492245,0.391487342,0.093753987,0.239234177,0.032440108,0.293181013,0.046132498,0.401772152,0.084260877,0.289768354,0.056618375,0.32893038,0.075770229,0.276458228,0.072739023,0.372537975,0.080287527,1
0.57909901,0.097703647,0.40879538,0.057349661,0.324217822,0.047383642,0.494940594,0.096859567,0.551033003,0.104066448,0.29029703,0.039723027,0.274966997,0.030086765,0.220346535,0.019228002,0.373240924,0.048443127,0.439755776,0.089570963,0.443719472,0.065975489,0.556458746,0.106095753,0
0.619724227,0.065201148,0.483363402,0.11532368,0.303958763,0.088643962,0.246041237,0.058774509,0.254755155,0.044348556,0.261134021,0.048551374,0.312474227,0.071594476,0.285896907,0.070536582,0.426914948,0.083076186,0.409680412,0.080972248,0.552528351,0.153383868,0.475492268,0.182037997,0
0.368814778,0.094440283,0.406087685,0.121254699,0.479199015,0.116072969,0.33135468,0.078815127,0.477498522,0.132778506,0.385878818,0.120691025,0.316270936,0.068431287,0.41737734,0.106457472,0.230549754,0.056754914,0.416526108,0.124778614,0.209657143,0.050893279,0.270788177,0.078329822,0
0.655470779,0.114707614,0.33726461,0.057120279,0.277448864,0.069026833,0.201622565,0.041487477,0.338456169,0.079415183,0.36769237,0.099702534,0.375093344,0.090068396,0.450619318,0.092983095,0.30186039,0.074279656,0.333195617,0.0935038,0.247751623,0.053186307,0.2945,0.053012253,0
0.365008787,0.070807952,0.489198594,0.105974665,0.586177504,0.092997369,0.274550088,0.037714733,0.321249561,0.065137973,0.27415993,0.047161284,0.361349736,0.060452213,0.602880492,0.112035388,0.244456942,0.025596529,0.26201406,0.050089061,0.27426362,0.0549254,0.274476274,0.05417522,0
0.45635138,0.106536472,0.379269639,0.090327942,0.392769639,0.100082061,0.299414013,0.04647303,0.543196391,0.111573436,0.278394904,0.046551551,0.274227176,0.04995536,0.266014862,0.064286654,0.281857749,0.064024674,0.347166667,0.09130975,0.314487261,0.076804592,0.465997877,0.083605556,0
0.277469424,0.065293076,0.231101619,0.028470742,0.716698741,0.103591977,0.221542266,0.025253036,0.330156475,0.068578208,0.247770683,0.060542213,0.242898381,0.033416336,0.407003597,0.10733195,0.188052158,0.025314656,0.59852518,0.096825726,0.212058453,0.023275111,0.316011691,0.084639181,1
0.415200873,0.112686766,0.430882096,0.119048683,0.364213974,0.107577749,0.302512373,0.067063248,0.432005822,0.126384061,0.307404658,0.072466547,0.287084425,0.081012866,0.275390102,0.085449903,0.262845706,0.079377432,0.333085881,0.106522929,0.256852984,0.066467345,0.318467249,0.103463725,0
0.618229102,0.08916965,0.445315789,0.075171448,0.46046904,0.091894494,0.361825077,0.063053838,0.362801858,0.058646224,0.314216718,0.063658854,0.410919505,0.05966812,0.441462848,0.081872193,0.298362229,0.046340568,0.575626935,0.099937652,0.371936533,0.053042323,0.530662539,0.081307812,0
0.376816623,0.061896303,0.414356201,0.089767615,0.326313984,0.056423603,0.316129288,0.058781493,0.295546174,0.037968496,0.568965699,0.092212128,0.335782322,0.090070806,0.264722955,0.054091343,0.373997361,0.095005533,0.322323219,0.043654567,0.586124011,0.120972692,0.324130607,0.052793889,1
0.448010837,0.12125817,0.283477833,0.068479083,0.285712315,0.077215663,0.203226601,0.049383229,0.222618719,0.042506287,0.446475862,0.113082904,0.404637438,0.094947504,0.595206897,0.140003013,0.330785222,0.095237775,0.290317241,0.068309746,0.335659113,0.095993393,0.251095567,0.06027453,1
0.712933086,0.0817846,0.671612144,0.09237223,0.35548575,0.055230284,0.318438662,0.058057381,0.383717472,0.06741739,0.338916976,0.05972302,0.31177943,0.042766777,0.545292441,0.097535486,0.442365551,0.063476589,0.242509294,0.039921373,0.309420074,0.083189743,0.396387856,0.065682969,0
0.410247253,0.06572134,0.549574176,0.085146962,0.447851648,0.086948231,0.418240385,0.053510636,0.632038462,0.105557853,0.347394231,0.0331792,0.457497253,0.092892099,0.261207418,0.026236618,0.312473901,0.045317752,0.36160989,0.066188318,0.260072802,0.033263653,0.388684066,0.068611079,0
0.466666052,0.057650049,0.636830258,0.090290418,0.537555351,0.081903557,0.471717712,0.049334487,0.375797048,0.050166593,0.39498524,0.074959915,0.378599631,0.04566976,0.414260148,0.063572355,0.525761993,0.098477137,0.454250923,0.058170251,0.350226937,0.042492541,0.300101476,0.061026759,1
0.741147689,0.087978385,0.615693348,0.073234702,0.314708005,0.035664529,0.314314543,0.05320795,0.387595265,0.054724843,0.409986471,0.07413908,0.435249154,0.088682354,0.517925592,0.093119056,0.428588501,0.079418147,0.386435175,0.078961087,0.469312289,0.085382287,0.274799324,0.054629842,1
0.466549133,0.105296814,0.447913295,0.091869386,0.418965318,0.079608646,0.402075145,0.088268648,0.401913295,0.093458276,0.409317919,0.100825373,0.409121387,0.094769321,0.397421965,0.096472348,0.332473988,0.071783174,0.310208092,0.059793621,0.370017341,0.08140337,0.424601156,0.094055789,1
0.632622605,0.116788344,0.574319923,0.094564484,0.426963602,0.076623794,0.297911877,0.035207795,0.438530651,0.094254374,0.336292146,0.070658082,0.257585249,0.03081567,0.338208812,0.091353512,0.24437931,0.034926824,0.33169636,0.102072849,0.195603448,0.022117485,0.448953065,0.102251049,0
0.455793238,0.106739113,0.409059818,0.090411713,0.432894668,0.094096591,0.240442133,0.042769994,0.272149545,0.049678291,0.325120936,0.078219888,0.385123537,0.064439775,0.595356307,0.125194157,0.33836671,0.056270849,0.36406762,0.079088984,0.342235371,0.09373948,0.347342003,0.071618191,1
0.605263736,0.115018649,0.412129332,0.081586534,0.297579036,0.056512251,0.310419273,0.093151248,0.274725275,0.06393403,0.351188504,0.082324451,0.34960355,0.087549499,0.372873204,0.080163024,0.336061708,0.080583681,0.249074387,0.048971998,0.406140321,0.107075712,0.343295858,0.066488393,0
0.322784254,0.077939028,0.293043967,0.080634157,0.243498978,0.061077375,0.252582822,0.039518895,0.538393661,0.117488646,0.292806748,0.044093117,0.350103272,0.080481909,0.405267894,0.092596378,0.500770961,0.113720328,0.528806748,0.132718266,0.343650307,0.072112898,0.375295501,0.106018617,1
0.543019417,0.098228479,0.474885437,0.100040323,0.28712233,0.050632267,0.317338835,0.052138603,0.49102233,0.110672084,0.400758252,0.078443269,0.479852427,0.093712578,0.35288932,0.068405854,0.360827184,0.088084182,0.312575728,0.076488068,0.341233981,0.075534352,0.428231068,0.095902199,0
0.595636136,0.080004543,0.467558344,0.076137095,0.326826851,0.039294833,0.440889586,0.063734635,0.612863237,0.082748397,0.447229611,0.063497427,0.458678795,0.044108379,0.417662484,0.044115995,0.570942284,0.061339936,0.529508156,0.086086363,0.499964868,0.094278626,0.548037641,0.08390045,0
0.239703325,0.057563771,0.424823529,0.114513662,0.149987212,0.028732562,0.33162532,0.072810298,0.318102302,0.107995614,0.221879795,0.031421735,0.503519182,0.136736684,0.258484655,0.061546846,0.512425831,0.128651654,0.208356777,0.051365339,0.242508951,0.056518552,0.397404092,0.131330471,0
0.619251196,0.10144992,0.499289474,0.070329426,0.438397129,0.069375737,0.435356459,0.075507684,0.365366029,0.048804749,0.478133971,0.100814594,0.358813397,0.055513338,0.522172249,0.079920253,0.447181818,0.072678115,0.316495215,0.040751116,0.324897129,0.066956274,0.338566986,0.037606418,1
0.350424242,0.068834092,0.507558923,0.110137443,0.356821549,0.056387581,0.570809203,0.125338244,0.396551066,0.061323154,0.324891134,0.06158203,0.34047587,0.073382045,0.333255892,0.067080386,0.411204265,0.085295792,0.300213244,0.047831232,0.441941639,0.096619013,0.331668911,0.061072098,1
0.566749469,0.099851729,0.478019108,0.080647331,0.465089172,0.098394128,0.321458599,0.053451242,0.420779193,0.093192665,0.267522293,0.037261027,0.35543949,0.055055023,0.404154989,0.07615811,0.360488323,0.061325728,0.428014862,0.088012274,0.351723992,0.085910612,0.453091295,0.095037132,1
0.266126969,0.100447528,0.268136811,0.081066874,0.279910433,0.126934737,0.171517717,0.062881167,0.226474409,0.093247515,0.194245079,0.076319482,0.197519685,0.055707025,0.295125984,0.105813921,0.229377953,0.056139879,0.385580709,0.135239958,0.304389764,0.101688954,0.211451772,0.068769114,0
0.590648281,0.126683884,0.56672063,0.116547211,0.431871777,0.125876308,0.288398997,0.053413657,0.381295845,0.102709983,0.191760745,0.040387916,0.160202722,0.023152342,0.281699857,0.066406456,0.202249284,0.045029275,0.414283668,0.110492326,0.21359957,0.035994693,0.230239971,0.0484198,0
